#    R. ID             FORWARD             REVERSE            REACTION
rxn_33                  24.634              55.317             -30.683
rxn_365                 42.681              63.318             -20.636
rxn_500                 29.306              59.308             -30.001
rxn_635                 39.604              56.132             -16.528
rxn_657                 28.917              58.321             -29.404
rxn_795                 32.333              39.193              -6.860
rxn_816                 24.704              26.025              -1.321
rxn_853                 34.128              30.723               3.405
rxn_1024                25.256              29.728              -4.472
rxn_1083                31.555              31.419               0.136
rxn_1093                42.740              32.493              10.247
rxn_1217                29.414              31.491              -2.077
rxn_1424                41.112              32.533               8.580
rxn_1441                39.629              35.406               4.223
rxn_1487                23.112              55.272             -32.160
rxn_1500                24.958              57.184             -32.226
rxn_1536                23.389              46.695             -23.306
rxn_1606                25.894              50.356             -24.462
rxn_1708                26.582              48.784             -22.203
rxn_1814                19.169              51.687             -32.518
rxn_1909                26.456              48.668             -22.212
rxn_2012                23.186              50.851             -27.665
rxn_2478                25.338              54.903             -29.566
rxn_2482                24.327              53.409             -29.082
rxn_2551                21.075              54.218             -33.142
rxn_3185                30.578              44.841             -14.263
rxn_3480                30.417              43.306             -12.890
rxn_3483                34.980              43.704              -8.724
rxn_3536                31.978              43.332             -11.354
rxn_4392                12.162              34.883             -22.722
rxn_4701                15.073              37.622             -22.548
rxn_5245                39.268              41.131              -1.863
rxn_5345                39.939              44.068              -4.129
rxn_5374                38.021              43.529              -5.508
rxn_5534                43.514              43.194               0.320
rxn_5575                36.498              54.601             -18.103
rxn_5894                27.063              37.198             -10.135
rxn_5947                36.119              45.516              -9.398
rxn_5964                33.123              46.469             -13.346
rxn_5974                31.958              50.969             -19.011
rxn_6105                42.050              47.947              -5.898
rxn_6117                31.607              43.578             -11.972
rxn_6137                24.375              53.131             -28.756
rxn_6180                31.982              38.189              -6.207
rxn_6192                40.357              50.442             -10.085
rxn_6371                52.767              64.641             -11.874
rxn_6424                33.526              25.994               7.532
rxn_6612                34.966              19.838              15.128
rxn_7236                32.698              33.796              -1.098
rxn_7406                73.116              38.219              34.897
rxn_7888                33.690              71.005             -37.315
rxn_7911                41.072              73.948             -32.877
